R,G,B
105.84623323013416,95.75737874097007,94.22249742002064
105.90650154798762,95.7687306501548,94.16635706914344
105.90113519091847,95.80588235294118,94.28606811145511
105.88028895768834,95.7218782249742,94.10732714138287
105.75356037151703,95.67285861713107,94.12672858617131
105.85717234262125,95.69752321981424,94.1139318885449
105.71816305469557,95.62167182662539,94.10092879256966
105.82765737874097,95.64231166150671,94.07368421052631
105.70041279669762,95.55325077399381,94.0374613003096
105.75572755417957,95.52868937048504,93.92579979360166
105.75407636738906,95.64355005159959,94.15128998968008
105.87719298245614,95.69091847265221,94.12404540763674
105.82012383900928,95.66790505675955,94.15366357069144
105.91289989680082,95.66780185758513,94.08782249742002
105.69834881320949,95.58214654282766,94.07079463364293
105.69783281733746,95.53343653250774,93.9514963880289
105.7608875128999,95.63725490196079,94.10949432404541
105.91630546955625,95.70526315789473,94.1374613003096
105.82476780185759,95.71981424148606,94.22311661506708
105.82373581011352,95.62910216718267,94.0374613003096
105.6874097007224,95.57120743034056,94.06697626418989
105.85448916408669,95.68782249742002,94.10092879256966
105.79607843137255,95.69721362229102,94.19339525283797
105.83219814241487,95.6186790505676,94.06202270381837
105.67936016511868,95.56542827657378,94.08740970072239
105.67719298245613,95.48730650154799,93.91919504643963
105.60639834881322,95.48152734778122,93.98173374613003
105.76274509803922,95.56522187822497,93.99205366357069
105.69349845201238,95.57450980392157,94.0828689370485
105.75335397316822,95.58875128998967,94.01372549019608
105.61971104231166,95.5279669762642,94.03065015479876
105.72208462332301,95.5219814241486,93.9688338493292
105.66377708978328,95.55521155830753,94.07182662538699
105.78101135190919,95.58328173374613,94.03230134158926
105.7124871001032,95.61062951496388,94.12280701754386
105.80897832817338,95.62579979360166,94.07750257997937
105.69597523219814,95.58513931888545,94.11031991744066
105.71341589267286,95.55067079463365,93.9813209494324
105.68648090815273,95.60247678018575,94.11269349845202
105.77595459236326,95.62672858617131,94.08028895768834
105.6998968008256,95.60732714138287,94.14489164086687
105.69545923632612,95.50897832817337,93.97316821465428
105.57110423116615,95.44747162022703,93.97667698658411
105.70804953560372,95.51217750257997,93.98689370485036
105.62053663570691,95.52074303405573,94.0687306501548
105.78957688338494,95.59164086687306,94.06160990712074
105.70247678018576,95.59721362229102,94.1343653250774
105.72776057791538,95.52404540763673,93.99556243550052
105.58998968008255,95.47275541795666,94.00970072239421
105.75686274509803,95.56945304437565,94.03570691434469
105.68833849329205,95.57874097007225,94.11537667698659
105.79401444788442,95.60557275541795,94.07616099071207
105.60619195046439,95.53384932920537,94.05975232198142
105.63467492260062,95.48338493292054,93.9141382868937
105.59329205366357,95.53137254901961,94.05438596491229
105.73199174406605,95.58482972136223,94.06439628482973
105.66315789473684,95.59349845201238,94.12043343653251
105.70196078431373,95.56429308565531,94.01692466460268
105.49432404540764,95.41486068111455,93.94416924664603
105.47048503611971,95.32301341589267,93.78864809081527
105.52641898864809,95.42610939112487,93.97358101135191
105.62982456140351,95.47564499484004,93.94674922600619
105.61599587203303,95.5216718266254,94.07853457172342
105.62435500515996,95.47605779153767,93.94613003095975
105.50835913312693,95.44736842105263,93.98968008255935
105.66047471620227,95.49948400412796,93.97234262125903
105.6390092879257,95.54045407636738,94.09391124871001
105.71795665634674,95.55490196078432,94.0437564499484
105.62755417956656,95.54654282765738,94.10577915376678
105.67368421052632,95.50650154798761,93.97997936016512
105.5343653250774,95.46222910216719,94.01083591331269
105.7186790505676,95.56553147574819,94.05046439628482
105.65851393188855,95.58740970072239,94.1313725490196
105.75448916408669,95.61517027863778,94.1186790505676
105.58379772961817,95.5279669762642,94.08771929824562
105.57058823529412,95.42167182662538,93.90371517027864
105.4844169246646,95.39360165118678,93.95706914344686
105.60041279669763,95.42755417956657,93.91909184726522
105.53952528379773,95.43446852425181,94.01475748194015
105.66738906088752,95.49453044375645,93.98720330237359
105.49907120743035,95.41424148606811,93.96904024767802
105.5140350877193,95.35541795665635,93.846955624355
105.54158926728586,95.45438596491228,94.0311661506708
105.5983488132095,95.45128998968008,93.94561403508771
105.58555211558307,95.509391124871,94.07791537667698
105.61857585139319,95.48039215686275,93.97533539731683
105.48720330237359,95.43333333333334,93.9970072239422
105.57605779153766,95.4437564499484,93.93993808049535
105.56449948400413,95.51176470588236,94.08472652218782
105.653044375645,95.52383900928793,94.01104231166151
105.60959752321982,95.56388028895769,94.1344685242518
105.59742002063983,95.48462332301341,93.97626418988648
105.42208462332302,95.36181630546956,93.92858617131063
105.58555211558307,95.43405572755418,93.95067079463364
105.50278637770897,95.43054695562435,94.00784313725491
105.58978328173374,95.44984520123839,93.94262125902993
105.49205366357069,95.4295149638803,94.00237358101135
105.51372549019608,95.37203302373581,93.86501547987616
105.4609907120743,95.38637770897833,93.96357069143447
105.5610939112487,95.42311661506707,93.92569659442725
105.47471620227039,95.41217750257998,93.97987616099071
105.60743034055727,95.45510835913312,93.96625386996904
105.42693498452013,95.37905056759546,93.95345717234262
105.50030959752321,95.36604747162022,93.86522187822497
105.5374613003096,95.4783281733746,94.07450980392157
105.6296181630547,95.50361197110423,94.00567595459236
105.56191950464397,95.52383900928793,94.09876160990711
105.5859649122807,95.49391124871,93.99938080495356
105.45221878224974,95.42383900928793,94.00732714138287
105.52755417956656,95.40804953560371,93.93199174406605
105.49927760577916,95.41744066047471,94.02734778121776
105.58761609907121,95.43054695562435,93.95510835913312
105.50381836945304,95.42837977296182,94.034262125903
105.53250773993808,95.39091847265222,93.91909184726522
105.40980392156862,95.35521155830753,93.94385964912281
105.58390092879257,95.44509803921568,93.96542827657379
105.54004127966977,95.46078431372548,94.06594427244582
105.62218782249742,95.46584107327142,94.00092879256965
105.51310629514964,95.43539731682147,94.0390092879257
105.5468524251806,95.39576883384933,93.92198142414861
105.48916408668731,95.42229102167182,94.01692466460268
105.62745098039215,95.49122807017544,94.01744066047472
105.58513931888545,95.5219814241486,94.11124871001032
105.68224974200207,95.55861713106295,94.08101135190918
105.53023735810113,95.47048503611971,94.07089783281734
105.57151702786378,95.44788441692467,93.97574819401444
105.56429308565531,95.49422084623323,94.11651186790506
105.553044375645,95.40423116615067,93.95448916408668
105.50897832817337,95.42817337461301,94.05128998968009
105.5985552115583,95.42198142414861,93.96470588235294
105.45479876160991,95.35541795665635,93.98049535603715
105.5266253869969,95.35830753353973,93.89411764705882
105.52693498452012,95.45242518059855,94.06924664602683
105.63642930856552,95.47688338493292,94.00825593395253
105.52899896800825,95.44953560371518,94.06130030959753
105.53095975232198,95.37151702786377,93.88885448916409
105.43240454076367,95.35098039215686,93.94881320949432
105.58008255933953,95.42425180598555,93.95479876160991
105.5514963880289,95.47007223942208,94.09040247678018
105.62012383900928,95.47843137254903,93.99772961816305
105.50061919504644,95.44922600619195,94.04705882352941
105.56800825593395,95.43075335397317,93.95479876160991
105.45923632610939,95.39514963880289,93.97853457172343
105.51640866873065,95.40753353973169,93.93446852425181
105.44158926728586,95.37430340557276,93.9783281733746
105.50577915376677,95.34551083591332,93.88699690402477
105.36439628482972,95.27120743034055,93.87079463364293
105.38761609907121,95.22549019607843,93.75015479876161
105.39700722394221,95.32414860681115,93.91816305469557
105.52136222910217,95.356346749226,93.89772961816305
105.4783281733746,95.40619195046439,94.02012383900929
105.49153766769867,95.35696594427245,93.88328173374613
105.40072239422085,95.32022703818369,93.91547987616099
105.47399380804954,95.31609907120743,93.84004127966976
105.46357069143447,95.39907120743034,93.99907120743035
105.52569659442725,95.41021671826626,93.91465428276574
105.51506707946336,95.45872033023736,94.07420020639834
105.51651186790505,95.38617131062952,93.9234262125903
105.38462332301341,95.33467492260061,93.92105263157895
105.54458204334365,95.43230134158927,93.9499484004128
105.51331269349845,95.46842105263158,94.07523219814242
105.54974200206398,95.4390092879257,93.97585139318886
105.42445820433437,95.35861713106296,93.97265221878224
105.42745098039215,95.26811145510835,93.803302373581
105.37564499484004,95.27750257997936,93.89927760577915
105.55768833849329,95.37265221878225,93.9296181630547
105.50392156862745,95.41176470588235,94.04313725490196
105.61300309597523,95.43849329205366,93.9905056759546
105.47058823529412,95.37595459236326,93.98410732714139
105.43023735810114,95.2797729618163,93.81413828689371
105.44447884416924,95.35748194014448,93.96429308565531
105.52858617131064,95.38142414860681,93.91382868937049
105.48214654282766,95.41021671826626,94.01960784313725
105.57440660474717,95.41001031991745,93.94984520123839
105.41166150670794,95.35521155830753,93.94385964912281
105.4484004127967,95.31135190918472,93.8373581011352
105.50288957688339,95.42621259029927,94.05768833849329
105.58132094943241,95.44148606811146,94.00165118679051
105.53570691434469,95.48297213622291,94.10526315789474
105.50536635706915,95.38947368421053,93.92074303405573
105.33488132094944,95.28771929824562,93.890608875129
105.47678018575851,95.32105263157895,93.87874097007224
105.40598555211558,95.33106295149639,93.95283797729618
105.51795665634675,95.35201238390093,93.90763673890609
105.42817337461301,95.36078431372549,93.98018575851393
105.45190918472652,95.29886480908152,93.84664602683179
105.35562435500516,95.29349845201239,93.89948400412797
105.49793601651187,95.35490196078432,93.90061919504645
105.4343653250774,95.36996904024768,93.99917440660475
105.52404540763673,95.36924664602684,93.92848297213622
105.37564499484004,95.29174406604747,93.91888544891641
105.39917440660474,95.25386996904025,93.7970072239422
105.43013415892673,95.3608875128999,93.96780185758514
105.52291021671827,95.39711042311662,93.9576883384933
105.44447884416924,95.39576883384933,94.0216718266254
105.53797729618164,95.41836945304438,93.97007223942208
105.36573787409701,95.32652218782249,93.95015479876162
105.38194014447885,95.27843137254902,93.81527347781218
105.38101135190918,95.34324045407637,93.97110423116615
105.4406604747162,95.30815273477812,93.87760577915377
105.39122807017544,95.31021671826625,93.95428276573787
105.39339525283798,95.23178534571723,93.79927760577915
105.26491228070175,95.19081527347781,93.81382868937048
105.42394220846234,95.26191950464396,93.82693498452012
105.3780185758514,95.31496388028896,93.9485036119711
105.46996904024768,95.33199174406604,93.89711042311662
105.36284829721362,95.30753353973168,93.93962848297214
105.35583075335397,95.21960784313725,93.77626418988648
105.24633642930857,95.19339525283797,93.81506707946336
105.41197110423117,95.27296181630547,93.84303405572756
105.34736842105264,95.29318885448916,93.92074303405573
105.44654282765738,95.33240454076368,93.88844169246646
105.28792569659443,95.25665634674922,93.88214654282766
105.362435500516,95.23890608875129,93.80433436532508
105.35263157894737,95.30980392156863,93.95056759545923
105.44303405572755,95.34262125902993,93.89391124871001
105.3560371517028,95.33003095975232,93.95675954592363
105.35902992776057,95.23890608875129,93.81001031991744
105.1592363261094,95.1,93.73673890608875
105.19318885448916,95.05614035087719,93.61238390092879
105.22414860681114,95.14943240454076,93.78926728586171
105.35913312693498,95.21434468524252,93.78194014447884
105.32672858617131,95.24994840041279,93.89308565531476
105.31692466460268,95.16326109391125,93.73673890608875
105.20546955624356,95.13973168214655,93.78245614035087
105.31909184726523,95.17358101135191,93.74922600619195
105.27306501547987,95.21909184726522,93.8656346749226
105.39329205366357,95.25046439628483,93.82363261093911
105.32445820433436,95.27254901960784,93.92208462332302
105.35985552115584,95.2204334365325,93.78689370485036
105.19184726522188,95.14262125902992,93.7733746130031
105.3546955624355,95.2421052631579,93.82146542827657
105.2796697626419,95.24437564499485,93.88792569659442
105.38255933952529,95.27698658410733,93.8453044375645
105.19122807017544,95.15882352941176,93.80546955624355
105.19969040247678,95.06584107327141,93.63539731682147
105.18513931888545,95.10237358101135,93.77987616099071
105.32125902992776,95.15985552115583,93.74458204334366
105.23065015479877,95.15686274509804,93.8249742002064
105.33023735810113,95.17151702786377,93.75758513931889
105.20030959752322,95.13095975232198,93.78833849329206
105.20134158926729,95.06821465428277,93.63488132094943
105.23054695562435,95.17131062951496,93.82868937048504
105.30557275541796,95.16738906088752,93.75655314757482
105.24974200206398,95.18235294117648,93.8467492260062
105.32404540763675,95.17450980392157,93.75583075335398
105.21269349845201,95.15510835913312,93.80134158926728
105.3078431372549,95.18957688338493,93.76831785345718
105.29164086687307,95.25036119711042,93.89401444788442
105.37285861713106,95.27203302373582,93.84458204334365
105.31031991744067,95.28214654282766,93.9264189886481
105.30288957688339,95.20825593395253,93.76749226006191
105.18462332301341,95.15273477812177,93.80815273477812
105.31135190918472,95.17874097007224,93.7795665634675
105.21351909184726,95.14932920536636,93.81764705882352
105.31341589267286,95.1577915376677,93.75407636738906
105.20010319917441,95.12693498452012,93.79576883384932
105.26171310629515,95.10340557275542,93.68513931888545
105.22765737874097,95.15067079463364,93.81589267285862
105.34540763673891,95.19277605779153,93.78348813209494
105.27306501547987,95.20030959752322,93.86646026831785
105.36986584107328,95.22270381836945,93.80887512899896
105.19969040247678,95.11362229102167,93.77874097007223
105.25325077399381,95.09700722394221,93.68710010319917
105.25985552115583,95.20237358101136,93.85077399380805
105.35675954592364,95.2280701754386,93.8014447884417
105.30743034055727,95.26697626418989,93.91289989680082
105.356346749226,95.2359133126935,93.81609907120743
105.26057791537667,95.20268317853457,93.86305469556244
105.41186790505677,95.27420020639835,93.85056759545924
105.34262125902993,95.29164086687307,93.9608875128999
105.381217750258,95.23808049535604,93.85820433436533
105.27905056759546,95.19122807017544,93.88039215686274
105.26057791537667,95.08379772961817,93.68617131062952
105.13942208462332,95.04778121775026,93.71517027863777
105.35087719298245,95.17956656346749,93.78710010319918
105.29484004127967,95.21011351909185,93.87151702786377
105.39081527347781,95.23147574819401,93.82641898864809
105.24963880288958,95.17048503611971,93.83529411764705
105.29195046439628,95.12724458204335,93.71620227038184
105.25572755417957,95.16408668730651,93.85252837977296
105.38152734778122,95.21909184726522,93.83405572755417
105.33023735810113,95.24499484004129,93.92074303405573
105.47667698658411,95.30134158926728,93.91073271413829
105.29050567595459,95.21661506707946,93.91238390092879
105.32125902992776,95.17688338493292,93.77585139318886
105.31031991744067,95.23704850361197,93.91836945304438
105.41424148606811,95.28565531475748,93.87750257997936
105.3766769865841,95.32043343653251,93.99164086687307
105.36904024767802,95.2296181630547,93.834262125903
105.18782249742002,95.10134158926729,93.78080495356038
105.31661506707947,95.118782249742,93.73797729618163
105.28916408668731,95.162435500516,93.85356037151703
105.36996904024768,95.17358101135191,93.77987616099071
105.32332301341589,95.20670794633642,93.88493292053664
105.28833849329206,95.11733746130031,93.70495356037152
