R,G,B
164.69762305427008,148.0648927219184,143.8464450988641
164.57867059318468,147.88041649137568,143.56299957930165
164.36832141354648,147.762200252419,143.51903660075726
164.6656499789651,147.93416070677324,143.62126630206143
164.67932267564157,148.03334034497266,143.8078460244005
164.7908077408498,148.0435422801851,143.74253260412286
164.66259991586034,148.00778291964662,143.78207824989482
164.71350441733279,147.9785443836769,143.6678586453513
164.64387883887252,147.99800168279344,143.7726125368111
164.85412284392092,148.11548169962137,143.79007151872108
164.83487589398402,148.1690155658393,143.94772822885992
164.9057635675221,148.18268826251577,143.85496424063948
164.70309213294067,148.08498106857382,143.85433319310056
164.76146403029028,148.05931846865798,143.71497686159023
164.78880942364324,148.1728018510728,143.92911232646193
164.84318468657972,148.1194783340345,143.81131678586453
164.74852755574253,148.05321834244847,143.8551745898191
164.70572149768617,147.8740008413967,143.60370214556164
164.51861590239798,147.7780816154817,143.56962557846023
164.74305847707194,147.88136306268404,143.6035969709718
164.6299957930164,147.86190576356753,143.64524610854016
164.80353386621792,147.91870004206984,143.6371476651241
164.67153975599496,147.87473706352546,143.6806899453092
164.6818468657972,147.7736642827093,143.4961085401767
164.59697097181322,147.7654606647034,143.5677324358435
164.74978965082036,147.81752208666387,143.53933529659236
164.6647034076567,147.79196466133783,143.59286916281027
164.73559108119477,147.770929743374,143.48054270088346
164.59497265460664,147.70519562473706,143.51556583929323
164.56689103912495,147.6095919225915,143.31247370635253
164.62810265039965,147.74253260412286,143.54438367690366
164.73222549432057,147.7704038704249,143.4757046697518
164.69983172065628,147.81015986537653,143.6051745898191
164.72507362221288,147.75136726966764,143.45835086243164
164.5141985696256,147.65292385359697,143.42963819941102
164.6942574673959,147.72423222549432,143.43742111905763
164.63946150610013,147.75157761884728,143.53670593184685
164.77450567942785,147.81026503996634,143.5010517458982
164.70856121161128,147.80405973916703,143.59045014724444
164.59823306689103,147.60485906604964,143.34917963819942
164.37705090450146,147.43626419856963,143.2741901556584
164.57856541859488,147.4697097181321,143.2319099705511
164.46297854438367,147.4257467395877,143.2731384097602
164.56068573832562,147.41754312158182,143.18405553218344
164.29070256626,147.2456878418174,143.0782498948254
164.31426167437948,147.16375683634834,142.9058687421119
164.42658813630626,147.33803113167858,143.17364324779135
164.56363062684056,147.35149347917542,143.10917122423223
164.41396718552798,147.29375262936475,143.14766512410603
164.38914598233066,147.19257467395877,142.94983172065628
164.2604122843921,147.1201093815734,142.96844762305426
164.32551535549013,147.10706773243584,142.86116954143878
164.2995372318048,147.16943626419857,142.99873790492217
164.5028397139251,147.2528397139251,143.0070466975179
164.35443836769036,147.20614219604545,143.04101809002944
164.36832141354648,147.13357172907027,142.85980227177114
164.28618005889777,147.13294068153135,142.95351283129995
164.47128733697937,147.24084981068575,142.98033235170382
164.42532604122843,147.2726125368111,143.1025452250736
164.58340344972655,147.33024821203196,143.08981909970552
164.3352965923433,147.19183845183005,143.0143037442154
164.238956668069,147.00473285654186,142.76335717290704
164.23275136726966,147.03281447202355,142.88756836348338
164.3188893563315,146.9785443836769,142.7550483803113
164.17848127892302,146.89408918805216,142.75199831720656
164.2554690786706,146.85811947833403,142.63199411022296
164.05405973916703,146.75746739587714,142.6067522086664
164.1189524610854,146.71350441733279,142.4879049221708
164.16428270929742,146.82414808582246,142.68405553218344
164.2742953302482,146.81867900715187,142.58161548169963
164.17227597812368,146.80027345393353,142.65008413967186
164.15828775767775,146.68489692890196,142.45519562473706
163.94530921329408,146.57477913336137,142.41291543962978
164.1371476651241,146.65734118636937,142.4113378207825
164.11127471602862,146.71897349600337,142.5495372318048
164.19983172065628,146.71392511569204,142.47055111485065
164.01335717290704,146.63094236432477,142.46729070256626
164.07961716449307,146.5958140513252,142.33697938578038
164.06447202355912,146.67111905763568,142.51409339503576
164.19289019772822,146.70624737063525,142.4614009255364
164.12021455616323,146.7388514934792,142.5661548169962
164.2125578460244,146.73369793857805,142.48548590660496
164.009886411443,146.6233697938578,142.4542490534287
164.07120319730754,146.5821413546487,142.35759360538495
164.01977282288598,146.58676903660077,142.4563525452251
164.05164072360117,146.50094657130836,142.27913336137988
164.01914177534707,146.4967395877156,142.36243163651662
163.98043752629366,146.35286074884309,142.1365166175852
163.74926377787128,146.21718552797645,142.08697938578038
164.0236642827093,146.37484223811526,142.13883045856122
163.95382835506942,146.37946992006732,142.24253260412286
164.0010517458982,146.3578039545646,142.13693731594446
163.91259991586034,146.344762305427,142.19289019772822
163.88146823727388,146.20561632309634,141.98264619267985
163.79385780395455,146.20961295750948,142.06962557846023
163.98432898611696,146.3050063104754,142.0935002103492
163.9178586453513,146.31909970551115,142.16596550273454
164.01072780816156,146.32120319730754,142.0876104333193
163.80374421539756,146.23874631888935,142.07193941943626
163.86022297013042,146.2004627681952,141.95614219604545
163.905237694573,146.34917963819942,142.1900504838031
164.02681952040388,146.37904922170804,142.14303744215397
164.0044173327724,146.4438367690366,142.2775557425326
164.03207824989482,146.39387883887252,142.15187210769878
