R,G,B
81.13391628208242,73.06355760667152,71.07294955874018
81.03764877337868,73.05003643429681,71.13577847947535
81.1292203060481,73.0778074649826,71.09756295036838
81.01093028904542,73.02485628694033,71.11335114565622
81.02696137964537,72.9905270828273,70.99943324427171
81.00874423123634,73.03530078536151,71.12687231803093
81.07108736134725,73.02995708849485,71.06388146708768
81.00655817342725,72.9963565703182,71.10914096024614
81.06533883896041,72.96737106307181,71.01740749736864
80.90308477046393,72.87693304185896,71.0119018702939
80.97773459638896,72.87847137883573,70.93514695166384
80.95239251882438,72.90648530483362,71.03376244838475
81.0354627155696,72.917334628775,70.9588697271476
80.96971905108899,72.92640272042749,71.04590721399077
81.05878066553315,72.95368796048903,70.99684236094244
80.90389442150433,72.8683507408307,70.9953849890697
80.90729495587402,72.8074649825925,70.84624726742774
80.82568213100154,72.7921625779289,70.91749655898307
80.97214800421018,72.88535341267914,70.94793943810218
80.9568455995466,72.93174641729415,71.05586592178771
81.05610881709983,72.95465954173751,71.00437211561817
80.92615982511538,72.89264027204275,71.01619302080803
80.95927455266781,72.85993037001053,70.91231479232451
80.87223706582463,72.86316897417213,70.97635818962027
81.00526273176261,72.94162415998704,70.99749008177476
80.96591369119909,72.95368796048903,71.07286859363614
81.02461339162821,72.95984130839608,71.002024127601
80.93134159177394,72.92705044125982,71.04177799368472
80.96388956359809,72.8975791433892,70.94461986883653
80.90033195692656,72.90397538660837,71.0151404744555
81.06234313011092,72.97344344587482,71.020160310906
81.01805521820096,73.00874423123634,71.12549591126225
81.08598494049065,73.0098777426929,71.0600761071978
80.98421180471217,72.97562950368392,71.10055865921788
80.95312120476075,72.86907942676706,70.94421504331633
80.83418346692575,72.79750627479557,70.93190834750223
80.99619464011012,72.86179256740346,70.94389118290017
80.97562950368392,72.89725528297303,71.03845842441908
81.0036434296818,72.87887620435592,70.94931584487087
80.91612015221439,72.85426281272771,71.00372439478585
80.93943810217796,72.81232288883491,70.89304509756295
80.83572180390252,72.78026070763501,70.91903489595984
80.99279410574043,72.8695652173913,70.93538984697595
80.8913448303781,72.83685531535907,70.98234960731925
80.9889077807465,72.85758238199337,70.93603756780827
80.94615820581329,72.88721561007206,71.03392437859283
80.92389280220225,72.81232288883491,70.87636628613068
80.82187677111165,72.7816371144037,70.92583596469922
